customer_id,first_name,last_name,email,phone_number,address,city,state,country,zip_code,signup_date,last_purchase_date,total_purchases,total_spent,loyalty_program_member,customer_segment,preferred_channel,feedback_score,support_tickets_opened,churn_risk
cust_179,Jennifer,Chen,james20@example.net,001-704-521-7762,292 Christopher Walks Suite 397,Ramirezchester,West Virginia,Canada,32830,2022-07-16,2023-07-09,74,6769.46,No,Platinum,None,3,4,High
cust_265,Timothy,Robertson,sullivanchristina@example.net,9684538909,15285 Roberto Light,West Tara,Michigan,India,89507,2022-07-18,2023-10-04,65,2872.01,No,Platinum,None,4,2,High
cust_145,Jason,Cannon,michael77@example.com,,0488 Clinton Mount,Ericview,Mississippi,Brazil,76805,2022-07-18,2023-02-13,90,4790.53,Yes,Platinum,Phone,1,14,High
cust_6,John,Caldwell,ambercummings@example.net,001-773-876-3116,0106 Mcbride Coves Apt. 338,Taylorburgh,Louisiana,United Kingdom,61138,2022-07-18,2024-08-15,48,3559.15,No,Platinum,Email,5,20,Medium
cust_630,Robert,Woodward,davistiffany@example.com,(364)971-0680,31637 Pamela Spur Apt. 049,East Jack,New Jersey,Japan,24557,2022-07-23,2023-03-08,24,8810.16,Yes,Platinum,None,2,14,High
cust_808,Kenneth,Rodriguez,michaelford@example.org,6016154773,148 Anderson Knoll,Taylorhaven,Michigan,Japan,53098,2022-07-24,2023-01-22,5,1287.33,Yes,Gold,SMS,5,14,High
cust_980,Mark,Mason,hebertkristin@example.com,001-265-276-5786,1267 Green Glens Suite 363,South Benjamin,Nebraska,Australia,14574,2022-07-24,2023-07-13,67,1450.08,No,Gold,Phone,2,20,High
cust_696,Michael,Chen,amy17@example.com,001-391-861-7050x2218,413 Monroe Shores,Hugheston,Virginia,China,77938,2022-07-24,2023-10-26,34,2420.98,No,Platinum,None,5,3,High
cust_28,Gabrielle,Mitchell,juliehamilton@example.org,001-517-824-0050x45562,21969 Tyler Prairie,East Steven,Kentucky,Canada,60737,2022-07-24,2022-07-31,18,2652.01,Yes,Platinum,Phone,3,9,High
cust_361,George,Moore,markblack@example.com,+1-796-943-4745x2455,9660 Brown Lodge Suite 274,Port Janetborough,Texas,United Kingdom,94436,2022-07-25,2024-06-03,65,5429.49,No,Platinum,Email,3,17,High
cust_260,Timothy,Benson,bauerherbert@example.com,+1-964-392-1518x2606,12920 Mcbride Crossing,East Baileyburgh,Colorado,Australia,74228,2022-07-26,2024-03-30,81,7485.21,No,Platinum,None,2,2,High
cust_731,Lisa,Lane,maria04@example.com,+1-325-406-9296x5685,2767 Carla Fort,Jacquelinemouth,Pennsylvania,India,28748,2022-07-27,2024-07-10,4,5929.38,No,Platinum,SMS,2,3,High
cust_883,Glenn,Butler,hurstdavid@example.org,937.474.2705x49857,63228 Susan Expressway,Cherryside,Arkansas,Canada,38660,2022-07-28,2024-02-20,1,8618.52,Yes,Platinum,Phone,3,4,High
cust_363,Sandra,Rodriguez,nicolejones@example.net,(622)694-9381x73598,15573 Manuel Forks,Coxborough,Utah,United Kingdom,92783,2022-07-28,2023-11-30,37,6837.07,Yes,Platinum,,3,6,High
cust_497,Alan,Ortega,edwardmitchell@example.org,7934556103,13712 Lee Knolls Suite 856,Kathrynberg,Indiana,India,04045,2022-07-29,2022-09-27,9,7586.84,Yes,Platinum,SMS,4,4,High
cust_662,Charles,Sherman,hartmancrystal@example.net,+1-351-673-2895,3409 Angela Knoll Apt. 558,Lake Jillville,Massachusetts,Germany,59731,2022-07-30,2024-03-03,88,9813.53,Yes,Platinum,None,3,18,High
cust_202,Samantha,Powers,angela45@example.net,383-576-0644,27560 Delacruz View Suite 765,Mcdowellville,Hawaii,Japan,92052,2022-07-31,2022-09-22,41,6966.12,No,Platinum,Phone,3,12,High
cust_597,Nicholas,Smith,kennethboyd@example.com,641-861-0197x535,51038 Derek Forest Apt. 427,Clarkberg,North Carolina,United States,13929,2022-08-02,2023-02-27,1,1548.7,No,Gold,None,1,20,High
cust_121,Jimmy,Mitchell,mcculloughlouis@example.com,594-892-9955x62053,2577 Howard Inlet Suite 812,Port Juanberg,Ohio,France,26247,2022-08-02,2024-07-18,12,4372.75,Yes,Platinum,Phone,4,18,High
cust_643,Patricia,Goodwin,ntrevino@example.com,+1-942-290-4617x551,9993 Kevin Falls,East Justinbury,New Hampshire,Brazil,40825,2022-08-06,2023-03-08,61,7372.05,No,Platinum,None,1,5,High
cust_693,Larry,Parker,ptapia@example.net,323-750-3687,910 Johns Mission Suite 802,Lake Teresa,Wyoming,Germany,82756,2022-08-06,2023-07-14,68,6107.91,Yes,Platinum,None,4,20,High
cust_272,Joshua,Ponce,brandon90@example.net,867.888.1278,432 Ernest Forge Apt. 878,Kevinbury,Maine,United States,93333,2022-08-08,2022-11-11,71,8033.12,No,Platinum,Phone,3,7,High
cust_317,Robyn,Robinson,shelly84@example.net,884.958.8105,32834 David Stream Apt. 037,Bentontown,New York,India,04925,2022-08-10,2023-11-23,78,6459.09,Yes,Platinum,None,2,13,High
cust_932,Betty,Johnson,turnerapril@example.com,001-707-732-6447x8937,76090 Tyler Mall Suite 581,West Michaelfort,Kansas,France,94318,2022-08-12,2023-07-25,82,9083.94,Yes,Platinum,Phone,3,0,High
cust_412,Anthony,Galvan,hthompson@example.org,001-337-898-4409x7123,07676 Teresa Ports Apt. 144,Harrisview,Alaska,Brazil,88482,2022-08-12,2024-07-07,49,5636.05,Yes,Platinum,SMS,4,14,High
cust_412,Anthony,Galvan,hthompson@example.org,001-337-898-4409x7123,07676 Teresa Ports Apt. 144,Harrisview,Alaska,Brazil,88482,2022-08-12,2024-07-07,49,5636.05,Yes,Platinum,SMS,4,14,High
cust_58,Andrea,Hickman,edelgado@example.com,+1-434-254-0193x8026,2400 Bradley Coves Suite 478,Smallberg,North Carolina,France,61845,2022-08-13,2024-05-18,2,8497.26,No,Platinum,Email,4,11,High
cust_256,Omar,Mclaughlin,bryan83@example.com,(455)628-9931x60875,7294 Julie Vista,New Lukehaven,Vermont,France,16683,2022-08-13,2024-06-18,33,833.38,Yes,Gold,Email,4,20,High
cust_222,Shannon,Cole,christopher99@example.com,(336)358-0741x2094,890 Karen Parkway,North Dominiqueside,Idaho,China,02987,2022-08-15,2023-01-25,85,3806.93,No,Platinum,Phone,1,2,High
cust_362,Andrew,Simmons,jnguyen@example.net,,970 Watts Squares Suite 349,Brownton,South Dakota,Japan,45418,2022-08-16,2023-06-05,37,8776.0,No,Platinum,Email,5,3,High
cust_561,Evan,Gutierrez,ronaldyoung@example.org,594-689-8959x65466,4344 Latoya Inlet Apt. 699,Port Catherine,Virginia,Brazil,34380,2022-08-16,2023-08-09,89,1277.66,Yes,Gold,SMS,5,14,High
cust_818,Richard,Morris,chelseasmith@example.com,001-309-970-3425,81589 Jacob Plains,New Peter,Alabama,United Kingdom,61104,2022-08-17,2022-11-18,3,5483.95,No,Platinum,None,4,11,High
cust_443,Jonathan,Sandoval,robert63@example.net,,14217 Martinez Trafficway,Dixonfort,Texas,India,81027,2022-08-19,2022-10-23,42,160.53,No,Silver,,4,7,High
cust_428,Travis,Ramsey,qdavis@example.com,545.247.2239,0312 Christina Plaza Apt. 418,Shawnport,Georgia,Australia,57634,2022-08-19,2024-08-12,85,2523.95,Yes,Platinum,Phone,2,12,Medium
cust_450,Donna,Becker,oalvarado@example.org,265.633.7746,7200 Warren Ford,Rodriguezport,Georgia,United Kingdom,37652,2022-08-20,2023-07-22,79,2838.46,No,Platinum,SMS,1,3,High
cust_647,Joel,Jenkins,cjohnson@example.org,001-937-546-9833x067,7182 Jessica Manor,Barronfort,Oregon,Australia,84698,2022-08-22,2022-10-25,11,4150.82,Yes,Platinum,None,4,18,High
cust_918,Justin,Potter,jimcraig@example.com,001-238-332-6489x710,78129 Fields Junction Suite 613,Port Josephshire,Maryland,United Kingdom,73827,2022-08-22,2024-02-23,77,3781.79,No,Platinum,Phone,2,18,High
cust_257,Audrey,Welch,troypadilla@example.com,6524330276,656 Mooney Throughway,Myershaven,Washington,Canada,37599,2022-08-23,2024-08-18,-1,2142.08,Yes,Platinum,Phone,5,7,Medium
cust_13,David,Mccullough,elizabeth56@example.net,682-636-6299x4680,9957 Ramos Forest,Leonburgh,Texas,Japan,11615,2022-08-25,2024-01-28,1,5993.46,No,Platinum,Email,1,11,High
cust_304,Natalie,Shelton,harcher@example.org,755-369-6443x098,9541 Victor Spur Apt. 728,Cindyburgh,Maryland,Germany,64310,2022-08-29,2024-05-14,39,2383.11,Yes,Platinum,None,5,17,High
cust_510,Lisa,Lutz,jenniferrodriguez@example.org,760.252.3045x8816,4472 Martinez Court,Stewartton,Illinois,United States,91860,2022-08-30,2022-09-21,59,3882.01,Yes,Platinum,Email,3,1,High
cust_324,Rachel,Walter,jacksonrobert@example.net,001-871-820-6021x288,68341 Merritt Junction Apt. 015,Lozanomouth,West Virginia,China,57607,2022-08-31,2023-09-06,51,5849.03,Yes,Platinum,SMS,5,20,High
cust_52,Courtney,Roberts,timothy64@example.com,402-776-7735,562 Robertson Coves Suite 371,Shannonberg,Connecticut,India,07133,2022-09-01,2023-06-26,18,8669.85,Yes,Platinum,Email,3,12,High
cust_583,Linda,Rivera,elizabeth88@example.org,+1-797-241-8563x027,30566 Brittany Ways,Deannatown,Minnesota,United Kingdom,51278,2022-09-03,2023-11-09,61,3473.54,No,Platinum,Email,3,6,High
cust_149,Kevin,Ruiz,jason83@example.org,+1-284-687-9206,43940 Pena Branch,South Donnastad,Connecticut,Canada,03001,2022-09-03,2024-07-19,11,3285.92,No,Platinum,SMS,4,19,High
cust_46,Christopher,Villegas,ashleyamy@example.net,+1-706-370-6540,19520 Payne Via Apt. 772,North Jennifer,New Jersey,Brazil,05348,2022-09-04,2022-10-07,21,7439.12,No,Platinum,None,3,7,High
cust_899,Michael,Silva,brucemartinez@example.com,622.285.7042,5546 Tina Underpass,Staffordmouth,Tennessee,France,05570,2022-09-04,2022-11-23,17,7029.54,Yes,Platinum,SMS,4,16,High
cust_658,Penny,Roberts,pearsondominique@example.com,(229)514-3049x1341,2872 Brittany Plains Suite 564,Lake Kristi,Vermont,United Kingdom,18252,2022-09-08,2022-09-16,72,8531.81,No,Platinum,Email,2,4,High
cust_405,Kayla,Joseph,melanie07@example.org,705.959.7824,833 Kenneth Circle Apt. 884,Port Nicholas,Vermont,United Kingdom,01931,2022-09-09,2023-02-13,13,2152.44,No,Platinum,SMS,5,19,High
cust_292,Kimberly,Hartman,donna41@example.org,+1-309-311-7911x2442,3617 Robert Oval Apt. 366,Cynthiamouth,Hawaii,France,24068,2022-09-10,2024-08-04,73,5640.43,Yes,Platinum,,5,9,Medium
cust_971,Juan,Stevenson,jillian89@example.org,+1-744-764-0350x7695,5881 William Station,Lake Elijah,New Hampshire,India,43720,2022-09-11,2024-04-22,46,6605.93,Yes,Platinum,Email,3,4,High
cust_225,Cynthia,Harris,nathanielgalloway@example.org,+1-468-270-0794,4946 Kirby Forest,Brandonside,Oregon,India,09667,2022-09-12,2023-07-12,2,2925.56,No,Platinum,Email,5,7,High
cust_854,Katherine,Hayes,shelbywarner@example.net,8577631010,1253 Johnson Heights Apt. 047,Stephaniefurt,New Jersey,India,79071,2022-09-12,2023-11-16,77,7376.94,No,Platinum,None,3,9,High
cust_190,Lisa,Preston,gerald40@example.net,332-823-4232,07603 Antonio Shoals,South Davidview,Arizona,China,09184,2022-09-13,2022-09-20,48,4164.3,No,Platinum,Phone,2,19,High
cust_37,Kimberly,Bradley,wareeric@example.net,6145767976,6149 Rose Inlet,East Randallton,Alabama,India,27295,2022-09-13,2023-02-21,-78,9842.52,Yes,Platinum,None,5,6,High
cust_995,Brittany,Beck,kellyrichardson@example.com,992.822.9317,39475 Leslie Orchard Suite 791,Turnerland,Florida,Canada,88229,2022-09-13,2023-05-02,44,1861.19,No,Gold,Phone,2,18,High
cust_345,Elizabeth,Guerra,kathryndavis@example.org,526-454-6968x15790,5580 Melendez Rue,East Vincent,Arizona,Brazil,28187,2022-09-13,2022-11-23,54,6491.98,Yes,Platinum,Email,2,1,High
cust_565,James,Ellis,josephclark@example.org,2432796868,294 Mullins Causeway Apt. 177,Calebview,Illinois,Brazil,05421,2022-09-14,2024-06-18,6,1053.17,Yes,Gold,Phone,2,0,High
cust_309,Jimmy,Abbott,lorraine79@example.org,(320)922-3288x37744,466 Steven Via Suite 204,Wilsonfurt,Alabama,Brazil,76593,2022-09-14,2024-01-20,74,8817.72,No,Platinum,SMS,1,12,High
cust_746,Stacy,Rogers,caleb89@example.org,+1-809-830-4376x613,081 Traci Spring,Meyerstad,Wisconsin,China,75484,2022-09-15,2023-08-31,56,8785.09,Yes,Platinum,Email,2,4,High
cust_468,Monica,Johnson,gailjones@example.net,412.834.5506,7682 Tracey Village,Kellyton,Delaware,Brazil,32233,2022-09-16,2023-11-13,80,1466.73,Yes,Gold,Phone,2,11,High
cust_957,Lori,Morrow,bpadilla@example.com,+1-899-915-7380x6799,7209 Wilson Unions,Port James,Idaho,Germany,57169,2022-09-17,2024-02-13,48,987.15,No,Gold,None,2,9,High
cust_870,Destiny,Brandt,tgilbert@example.com,431-452-5523,8837 Fields Freeway,Samanthaton,Vermont,France,93969,2022-09-18,2024-10-14,11,-9464.81,No,Platinum,Phone,4,19,Low
cust_913,Joseph,Long,iwang@example.org,(631)775-5297x7601,81144 Mitchell Fall Apt. 436,North Robertfurt,Delaware,Japan,13867,2022-09-19,2024-08-16,28,6699.75,No,Platinum,Phone,1,2,Medium
cust_585,Sabrina,Martin,graykristin@example.org,855-499-6725,19053 Sarah Rue,Scotttown,Kentucky,Germany,65893,2022-09-19,2024-08-03,22,7894.78,Yes,Platinum,,3,9,Medium
cust_372,Richard,Haney,ihowell@example.com,948-355-2457,415 May Plains Apt. 137,North Andreaport,Florida,Canada,46064,2022-09-19,2023-08-16,50,2573.34,No,Platinum,Email,5,11,High
cust_189,Kevin,Jennings,cody95@example.org,3285457652,338 Robert Club,Port Davidtown,New Mexico,Japan,46141,2022-09-24,2023-06-24,91,7700.71,Yes,Platinum,SMS,3,19,High
cust_763,Paige,Garner,dana02@example.net,986-776-0304x09346,182 Kristina Plains Apt. 013,South Gerald,Arkansas,United States,98849,2022-09-26,2023-03-28,22,3274.45,No,Platinum,None,2,3,High
cust_615,Philip,Barnes,sdonovan@example.com,(624)619-7687,1290 Michael Camp Suite 184,Holderberg,Florida,Canada,31341,2022-09-26,2023-04-18,30,8382.71,No,Platinum,SMS,5,18,High
cust_382,Andrew,West,huangthomas@example.net,(915)814-9409,3748 Rivera Port,Thomasside,Utah,United Kingdom,77423,2022-09-27,2022-10-02,86,6558.18,Yes,Platinum,SMS,5,2,High
cust_322,Sherri,Carter,martinbradley@example.org,001-701-593-5889,026 Stephanie Fork Suite 818,New Thomashaven,North Dakota,India,58306,2022-09-30,2023-02-23,66,210.32,Yes,Silver,None,2,20,High
cust_623,Lisa,Stewart,brandongarcia@example.org,(375)386-4633x9534,0147 Green Drives,Wagnershire,Nevada,China,16528,2022-10-03,2023-04-05,4,7654.29,No,Platinum,None,1,13,High
cust_117,Stephanie,Montgomery,wbarajas@example.net,,4840 Robertson Pass,Tuckerport,Tennessee,Canada,25733,2022-10-04,2022-12-04,45,-4304.84,No,Platinum,None,5,9,High
cust_930,Brandy,Ramsey,zamoraaaron@example.net,924-627-6221x55963,639 Gilbert Ranch,Adrianside,Oregon,China,46096,2022-10-04,2024-04-10,14,1118.21,Yes,Gold,Email,2,9,High
cust_556,Elizabeth,Perez,ysandoval@example.org,,556 Smith Skyway,New Jennifershire,Indiana,China,77955,2022-10-04,2023-11-15,6,2434.4,Yes,Platinum,Email,2,20,High
cust_47,James,Williams,zachary87@example.com,8348505415,5277 Glass Path Suite 161,Morrisonburgh,Ohio,Australia,39005,2022-10-05,2022-12-03,36,4404.33,No,Platinum,Phone,3,10,High
cust_333,Theresa,Davis,jaredmcmahon@example.net,212.969.7893,4520 Barker Rapid Suite 043,Gardnermouth,Tennessee,Brazil,31399,2022-10-05,2024-03-15,-50,-56.64,Yes,Bronze,SMS,1,10,High
cust_449,David,Lopez,coffeyjohn@example.net,3332016234,106 Matthew Mission,East Jennifer,Delaware,China,48834,2022-10-09,2023-08-09,47,7762.41,Yes,Platinum,SMS,1,17,High
cust_253,Matthew,Maldonado,yvonne35@example.net,(369)605-5107x6209,7978 Keller Alley,Allenstad,Arizona,Brazil,96945,2022-10-09,2023-09-02,82,6644.8,No,Platinum,Email,5,12,High
cust_849,Shannon,Charles,lopezchristian@example.com,290.341.8280x51666,92788 Wise Oval,New Angelaborough,Nebraska,Brazil,11366,2022-10-10,2023-09-25,1,1564.75,No,Gold,Phone,4,12,High
cust_163,Amanda,Beltran,fbradley@example.net,817.447.7332x945,7701 Rodriguez Neck Suite 245,New Dakota,Virginia,Germany,14523,2022-10-10,2024-02-01,62,2456.33,No,Platinum,SMS,4,2,High
cust_589,David,Robinson,russocasey@example.org,489.326.0878,78730 Wilcox Mews Apt. 515,North Sean,Maryland,Germany,54056,2022-10-11,2024-02-10,61,8960.81,Yes,Platinum,None,3,3,High
cust_893,Brandon,Nelson,christyprince@example.com,769.688.9798x877,8474 Joe Avenue Apt. 929,South Wanda,Alabama,Brazil,91105,2022-10-12,2023-12-29,71,7116.95,No,Platinum,SMS,2,13,High
cust_11,John,Garcia,vdickson@example.org,622.460.2563,0733 Bailey View,East Andrew,Illinois,Japan,52728,2022-10-12,2024-07-10,97,2675.58,No,Platinum,,3,13,High
cust_591,Teresa,Peterson,norrisdaniel@example.net,+1-385-873-9083x521,2464 Harvey Villages Suite 957,New Renee,Mississippi,Germany,64762,2022-10-13,2024-03-18,26,235.26,No,Silver,Email,5,12,High
cust_172,Tiffany,Gonzalez,fwhite@example.org,(286)339-1741,470 Hernandez Route,North Elizabethview,Georgia,China,92258,2022-10-14,2023-07-28,41,1633.4,No,Gold,SMS,5,16,High
cust_722,Elizabeth,Jones,taylorjeffrey@example.org,943.476.9929x64447,84232 Thompson Hollow Apt. 041,Fletcherport,Delaware,Brazil,94892,2022-10-15,2023-04-14,98,3933.98,Yes,Platinum,Email,5,0,High
cust_116,Joseph,Martin,adam72@example.org,(759)309-4798,328 Kristie Estate Suite 886,West Jeffreyborough,Texas,United Kingdom,44001,2022-10-15,2023-05-18,97,6182.2,Yes,Platinum,SMS,4,13,High
cust_898,Ronald,Weaver,jacob28@example.com,001-360-232-0877x8347,83345 Castillo Junctions Suite 232,Porterton,Arkansas,United States,33883,2022-10-15,2023-06-21,7,3152.66,No,Platinum,Email,3,9,High
cust_530,Mark,Carter,laurenboyd@example.com,001-689-936-5294,1982 Harris Inlet,East Rachelland,Arizona,Japan,34293,2022-10-17,2023-02-06,74,3676.03,Yes,Platinum,None,3,3,High
cust_332,Kevin,Stevens,bakerdiana@example.com,(846)213-6847x4883,658 Shaun Ports Apt. 637,Thomasville,Tennessee,Germany,41213,2022-10-17,2024-05-31,27,7614.32,Yes,Platinum,Phone,4,2,High
cust_785,Thomas,Kirby,westjeffrey@example.org,,089 Cervantes Greens Suite 594,Debraport,North Carolina,Australia,93937,2022-10-19,2023-12-21,78,8728.33,No,Platinum,Phone,4,20,High
cust_19,Robert,Henry,oyu@example.com,001-626-728-4987x769,47379 Rogers Park,Hunterborough,Minnesota,Canada,34363,2022-10-26,2024-07-23,8,4032.19,No,Platinum,Email,2,6,Medium
cust_158,Barbara,Hanson,christinacrawford@example.net,+1-577-829-3430x1071,55830 Hannah Glens Apt. 448,Katieville,Utah,China,44185,2022-10-27,2024-04-02,10,1262.01,No,Gold,Email,4,14,High
cust_423,Robert,Baker,msantiago@example.net,(443)358-8537,339 White Rue Suite 536,Loveshire,New Jersey,United States,70940,2022-10-27,2023-04-28,28,8140.04,No,Platinum,Email,4,10,High
cust_498,Julia,Moore,veronicaconrad@example.com,259-427-3874,1669 Robert Curve,Port Juan,Tennessee,Australia,14530,2022-10-28,2023-05-04,90,2098.42,Yes,Platinum,Email,5,20,High
cust_426,Jeffrey,Stevens,patricialowery@example.com,503-546-9967,67726 Johnson Track,Jamiefort,Nevada,France,69174,2022-10-28,2022-11-11,54,6316.42,No,Platinum,Email,1,5,High
cust_148,Kimberly,Morris,rodriguezrobert@example.com,(435)959-0425x979,35211 John River,Port Marissa,Maine,Brazil,02301,2022-10-29,2024-05-30,48,9243.86,No,Platinum,Email,4,2,High
cust_377,Dawn,Garcia,wilsonkathryn@example.com,001-296-860-5779,039 Andrew Isle Apt. 460,Atkinsonview,Minnesota,Canada,90024,2022-10-30,2024-09-29,37,7655.09,No,Platinum,None,4,0,Low
cust_427,William,Hughes,xobrien@example.org,001-519-662-6335x564,9709 Debbie Circles,Marqueztown,Missouri,China,75429,2022-10-31,2023-07-31,83,3960.6,No,Platinum,SMS,5,16,High
cust_129,Diana,Mitchell,bautistalori@example.net,470.238.4309x8839,02146 Caldwell Lodge Apt. 801,New Justinside,Pennsylvania,India,46126,2022-11-02,2024-06-07,100,3390.29,Yes,Platinum,SMS,1,10,High
cust_837,Kevin,Hayes,vwright@example.net,854-904-2316x97920,9393 Blanchard Spur Suite 904,Melissashire,Idaho,Brazil,90795,2022-11-02,2023-11-04,13,5294.31,No,Platinum,SMS,5,3,High
cust_286,Vanessa,Schroeder,mayermichael@example.com,830.330.6442x1214,768 Elizabeth Green Apt. 016,Tabithaport,Hawaii,India,26532,2022-11-04,2023-08-30,23,3545.89,Yes,Platinum,,3,14,High
cust_56,Andrew,Edwards,robertharris@example.net,001-997-702-8385x78652,497 Susan Harbors Suite 344,Lake Janet,Massachusetts,United Kingdom,63389,2022-11-04,2024-08-31,40,1089.91,Yes,Gold,SMS,5,12,Medium
cust_293,Donna,Welch,wilsonmatthew@example.com,299.480.2841x3908,1305 Jeffrey Stream,West Joshua,Illinois,United States,12555,2022-11-04,2023-12-02,68,4785.11,No,Platinum,Phone,2,10,High
cust_560,Mark,Johnson,michaelhale@example.com,909.964.9692,95296 Manuel Causeway,Brittneytown,Idaho,United Kingdom,48736,2022-11-05,2023-02-28,3,8797.47,Yes,Platinum,Email,1,5,High
cust_126,Gary,Jennings,ecarlson@example.org,(962)210-3886x2912,72980 Boyd Land,Lake Alyssabury,New Mexico,Canada,50470,2022-11-06,2024-05-31,79,5944.86,No,Platinum,None,5,17,High
cust_78,Danny,Hampton,amber07@example.net,361.934.0745,39596 Christina Tunnel,Port Jamie,Arkansas,United States,75221,2022-11-06,2023-05-25,85,8694.98,No,Platinum,None,1,6,High
cust_961,Angela,Mcmahon,xwarren@example.org,+1-333-585-6932,648 Heather Harbor Apt. 737,North Tammy,Louisiana,Australia,11951,2022-11-07,2024-04-03,-22,3157.97,Yes,Platinum,Phone,2,10,High
cust_226,David,Taylor,natalie39@example.net,254-974-3553x79502,26876 Kristin Run,New Anthonymouth,Utah,Germany,16677,2022-11-08,2024-06-07,35,4936.31,Yes,Platinum,Phone,4,8,High
cust_195,Russell,Melendez,ycole@example.com,900.328.4276x246,889 Alvarez Walk Apt. 806,Troyfurt,South Carolina,India,89169,2022-11-08,2024-10-02,48,9928.64,No,Platinum,None,4,12,Low
cust_111,Tyler,Valdez,powellbarry@example.net,7197948837,75899 Moran Lakes,Wilsonbury,Alabama,Japan,45243,2022-11-11,2024-02-01,72,3303.16,Yes,Platinum,None,3,13,High
cust_537,Nicholas,Charles,matthewsmith@example.org,+1-350-917-3654x2624,90292 Kristina Inlet Suite 110,New Billchester,Utah,United Kingdom,06582,2022-11-12,2022-11-15,77,9340.08,Yes,Platinum,None,4,12,High
cust_131,Stephanie,Black,haynesjose@example.com,565-618-2755,373 Jill Well,Jamieborough,Kansas,Germany,81581,2022-11-12,2024-05-14,72,3773.03,No,Platinum,Phone,5,2,High
cust_120,Bobby,Armstrong,fmedina@example.com,,90878 Kelly Cliff,Coreyshire,New York,India,43866,2022-11-13,2024-02-29,74,4050.18,No,Platinum,SMS,1,12,High
cust_878,Suzanne,Spears,kedwards@example.com,255.514.9724,34771 Coleman Ridge,Oliviashire,Kansas,Germany,93609,2022-11-13,2023-07-30,43,4794.29,Yes,Platinum,Email,5,8,High
cust_940,David,Barnett,nancymendez@example.net,430.225.5987,31459 Peters Spurs Apt. 096,New Kathrynside,Arkansas,France,38276,2022-11-15,2023-07-14,16,106.23,Yes,Silver,SMS,2,14,High
cust_261,Christopher,Martinez,michael82@example.com,+1-703-540-8487x29758,030 Donald Walks,East Carrie,Indiana,France,78067,2022-11-15,2023-02-13,55,3151.89,Yes,Platinum,Phone,3,20,High
cust_214,Michael,Terry,martinjessica@example.com,(873)783-9597x246,93417 Glen Estate Suite 167,Jimmyside,Arkansas,India,02877,2022-11-15,2023-05-17,23,1079.09,Yes,Gold,Phone,2,6,High
cust_642,Sheila,Smith,jeremy23@example.com,(617)362-3133x61094,2316 Hill Viaduct Suite 137,South Terry,Missouri,Australia,69098,2022-11-18,2024-09-13,39,2111.76,Yes,Platinum,,3,20,Medium
cust_544,David,Glover,john84@example.org,+1-266-722-9131x670,566 Finley Wells Apt. 636,North Ashley,Montana,Australia,47955,2022-11-18,2023-06-18,77,6384.45,Yes,Platinum,Email,5,4,High
cust_819,Martin,Wright,danasanders@example.org,001-752-660-2216x90887,93358 Katelyn Views,Jamesland,Alabama,Australia,54011,2022-11-18,2023-05-04,90,8563.96,No,Platinum,Email,2,10,High
cust_753,Nathan,King,campbelldiana@example.net,+1-565-783-4834,267 Ryan Lock Suite 853,North Michelle,New Jersey,United States,62466,2022-11-21,2023-10-15,23,4422.47,No,Platinum,Email,3,2,High
cust_198,Laura,Pearson,william46@example.net,+1-453-266-4987,737 Giles Place,Michaelton,North Dakota,United States,26800,2022-11-21,2023-03-03,85,4198.21,Yes,Platinum,,2,2,High
cust_48,Donna,Parker,cjackson@example.com,205.496.4016x582,21355 Herring Bypass Apt. 755,Hinesshire,Florida,United Kingdom,69898,2022-11-24,2023-06-30,91,2147.39,No,Platinum,None,3,17,High
cust_811,Michael,Byrd,changsamuel@example.org,(779)349-0786x9285,215 Elizabeth Trail Suite 763,Whitneychester,New York,Australia,31978,2022-11-25,2024-03-05,74,7665.71,Yes,Platinum,SMS,4,12,High
cust_587,Kimberly,Thomas,bsimpson@example.com,+1-783-495-8558,425 Jennifer Island,South Darrellhaven,Massachusetts,Brazil,64628,2022-11-25,2023-01-22,34,3703.02,Yes,Platinum,Email,3,11,High
cust_86,Edward,Velazquez,tranrobin@example.net,+1-263-453-6541x9518,061 Cline Trail,Markside,New Jersey,United Kingdom,01545,2022-11-26,2023-06-15,10,4700.21,No,Platinum,SMS,5,12,High
cust_36,Melanie,Bell,danny49@example.org,,612 Christopher Pines,South Robert,Michigan,United States,21132,2022-11-27,2024-04-08,15,8771.61,No,Platinum,Phone,5,8,High
cust_96,Kenneth,Davis,farmstrong@example.org,3502614973,41714 Ruiz Shore,Christopherside,Missouri,France,24733,2022-11-28,2023-08-18,15,4688.63,Yes,Platinum,Phone,2,12,High
cust_963,Katherine,Campbell,brownchristopher@example.org,+1-676-907-8195x1648,738 Wendy Wall Apt. 614,Jasonmouth,New Hampshire,Australia,86392,2022-11-28,2024-03-29,61,1102.77,Yes,Gold,SMS,2,16,High
cust_103,Brandy,Cooley,matthewreeves@example.net,+1-375-984-2824,482 Pena Forges,Jeffreyport,Nebraska,United Kingdom,43927,2022-11-29,2024-01-06,73,2060.0,Yes,Platinum,Phone,2,10,High
cust_890,Kenneth,Cummings,hillbrianna@example.org,203.858.6240x57445,45352 Doyle Coves,North Christopherton,Vermont,Canada,68406,2022-11-29,2024-03-20,85,5820.25,No,Platinum,Phone,1,4,High
cust_848,Travis,Beltran,daniel99@example.net,(854)466-2897x35189,2756 Adam Crossroad,North David,Maine,United Kingdom,05606,2022-11-30,2024-04-24,52,3551.78,Yes,Platinum,None,4,6,High
